Age,CGPA,Attendance,10th_Percentage,12th_Percentage,Backlogs,Internship,Projects,Communication_Score,Aptitude_Score,Placement_Status,Gender_Female,Gender_Male,Department_CE,Department_CSE,Department_ECE,Department_EEE,Department_IT,Department_ME
24,7.46,70.41,94.12,90.65,0,0,0,46,76,0,0,1,0,0,0,0,1,0
21,8.2,90.34,59.31,99.85,1,0,1,98,92,1,0,1,0,0,1,0,0,0
23,7.07,71.51,99.63,89.41,3,1,0,98,69,0,1,0,0,0,1,0,0,0
22,6.49,85.05,90.47,73.69,0,0,2,86,59,1,0,1,1,0,0,0,0,0
23,9.75,71.56,56.88,78.41,0,1,2,91,77,1,1,0,0,0,0,1,0,0
22,5.58,69.64,65.54,50.31,1,1,2,90,83,0,1,0,0,0,1,0,0,0
22,6.73,99.54,81.25,60.46,2,1,2,42,88,0,1,0,0,0,0,0,0,1
23,9.5,80.62,94.25,94.95,1,0,3,92,55,1,1,0,1,0,0,0,0,0
22,8.62,68.37,59.74,51.09,0,0,0,66,89,1,0,1,0,0,0,0,0,1
22,5.15,62.89,86.56,95.24,1,0,1,53,96,0,1,0,1,0,0,0,0,0
21,5.12,51.99,63.53,55.66,2,0,3,93,61,0,1,0,0,0,0,0,0,1
24,7.58,85.33,90.27,56.65,0,1,1,69,77,1,0,1,0,0,0,1,0,0
24,7.42,68.61,84.17,58.77,1,1,4,73,49,1,1,0,1,0,0,0,0,0
21,7.21,91.06,76.15,89.97,3,0,5,62,59,1,0,1,0,0,0,0,1,0
23,6.51,68.19,82.49,73.91,3,0,3,87,92,0,0,1,0,0,0,1,0,0
20,9.93,68.67,93.82,57.26,1,0,5,94,80,1,0,1,0,0,0,0,0,1
20,6.36,88.96,69.32,84.34,1,1,3,56,41,0,1,0,1,0,0,0,0,0
20,7.45,74.47,88.46,97.03,2,0,5,54,42,1,0,1,0,0,0,1,0,0
21,7.02,94.24,57.95,78.62,0,1,5,100,81,1,1,0,0,0,0,0,0,1
21,5.85,79.51,85.06,54.94,1,1,4,84,47,0,1,0,0,1,0,0,0,0
22,6.01,62.03,87.53,52.74,0,0,5,100,48,1,0,1,0,1,0,0,0,0
20,9.59,78.41,72.15,89.79,3,0,3,100,67,1,0,1,0,0,1,0,0,0
23,9.29,50.2,89.68,81.3,0,1,5,83,60,1,1,0,0,0,0,0,1,0
23,6.0,65.62,77.86,96.13,4,0,0,46,90,0,0,1,0,1,0,0,0,0
20,9.38,60.4,96.81,77.36,2,1,5,100,72,1,1,0,0,0,0,0,0,1
20,6.05,82.71,55.62,53.12,2,1,2,91,99,0,0,1,0,0,0,1,0,0
20,8.13,56.8,56.54,70.18,0,0,5,91,73,1,0,1,1,0,0,0,0,0
21,5.41,64.5,92.12,82.9,2,1,1,42,91,0,1,0,0,0,0,1,0,0
21,9.4,66.57,92.12,69.24,0,0,4,48,43,1,0,1,0,0,1,0,0,0
21,5.26,50.16,73.56,99.98,0,0,2,42,87,0,0,1,0,0,0,1,0,0
24,7.77,52.34,98.2,70.27,3,1,3,87,92,1,0,1,0,1,0,0,0,0
23,8.9,65.56,83.97,77.31,0,0,0,91,64,1,0,1,0,0,0,1,0,0
23,5.58,61.12,99.14,61.27,2,1,5,74,71,0,0,1,0,1,0,0,0,0
22,7.02,55.85,76.62,57.61,4,1,5,79,51,0,1,0,0,1,0,0,0,0
21,5.21,57.71,60.08,82.27,1,0,3,47,41,0,0,1,0,0,0,0,1,0
24,8.41,91.78,72.22,79.43,2,1,4,65,86,1,0,1,0,0,1,0,0,0
24,6.54,84.17,99.02,50.22,4,1,3,95,89,0,1,0,0,0,0,0,0,1
23,7.8,74.21,68.52,64.24,2,0,0,54,87,0,0,1,0,1,0,0,0,0
21,9.66,95.44,97.85,82.18,4,0,5,44,92,1,0,1,1,0,0,0,0,0
22,6.53,51.48,89.85,90.61,2,0,3,52,51,0,1,0,0,0,1,0,0,0
21,5.24,67.25,72.11,65.62,1,0,3,54,89,0,1,0,0,0,0,0,0,1
20,8.38,91.17,77.09,82.37,3,0,5,78,85,1,1,0,1,0,0,0,0,0
21,8.93,81.41,80.37,63.26,3,0,3,51,65,1,1,0,0,0,0,1,0,0
20,9.79,99.08,83.29,84.52,1,1,5,74,60,1,0,1,0,0,1,0,0,0
20,5.79,97.23,53.83,84.9,2,0,3,47,83,0,1,0,1,0,0,0,0,0
22,6.96,58.5,96.68,56.51,4,1,0,49,76,0,0,1,0,0,1,0,0,0
23,9.22,98.6,79.85,83.25,0,0,1,73,94,1,0,1,0,0,1,0,0,0
21,9.03,97.28,96.56,66.68,2,1,2,47,75,1,0,1,0,0,0,1,0,0
20,8.12,68.68,81.59,58.63,1,0,4,61,57,1,0,1,0,0,0,1,0,0
21,6.35,99.14,71.55,75.02,3,0,1,89,63,0,0,1,0,0,1,0,0,0
23,6.42,51.79,78.35,72.61,3,0,0,51,69,0,1,0,1,0,0,0,0,0
23,5.62,83.04,91.48,88.69,2,0,4,61,56,0,0,1,0,0,0,0,1,0
24,9.61,63.31,66.31,54.23,4,1,4,66,55,1,0,1,0,1,0,0,0,0
23,5.86,56.47,97.82,89.49,1,0,5,97,81,1,0,1,0,0,0,1,0,0
22,7.86,78.88,73.3,55.3,1,1,5,57,56,1,0,1,0,0,0,0,1,0
20,7.92,65.32,97.81,60.37,4,0,3,58,83,0,1,0,0,0,0,1,0,0
24,6.85,83.34,94.04,75.79,4,0,2,98,51,0,0,1,0,0,1,0,0,0
22,6.76,77.0,88.38,73.16,2,0,5,44,66,0,0,1,0,0,0,0,1,0
21,8.34,69.63,73.37,99.44,2,1,2,55,99,1,0,1,1,0,0,0,0,0
20,6.94,59.09,79.35,79.47,3,1,0,88,94,0,1,0,1,0,0,0,0,0
23,6.28,80.06,91.9,66.37,3,0,5,80,43,0,0,1,0,0,0,0,0,1
20,7.0,91.46,77.2,95.01,4,1,1,49,74,0,0,1,0,1,0,0,0,0
21,9.04,80.0,86.91,65.61,0,0,3,58,40,1,0,1,0,1,0,0,0,0
24,9.83,80.53,89.53,63.69,0,0,2,100,51,1,0,1,0,0,0,1,0,0
24,8.18,75.59,75.65,74.72,0,1,3,83,68,1,0,1,0,1,0,0,0,0
24,8.91,69.41,76.81,95.66,1,0,1,40,47,1,1,0,0,0,0,0,0,1
23,7.66,72.87,59.89,85.43,2,0,4,61,47,0,1,0,1,0,0,0,0,0
22,8.12,99.48,62.24,83.87,4,0,1,56,51,0,1,0,0,0,0,0,1,0
22,9.94,87.48,95.25,86.3,3,0,4,74,75,1,0,1,0,0,0,0,1,0
20,7.19,71.53,92.02,82.98,0,1,1,78,87,1,0,1,1,0,0,0,0,0
23,5.33,72.86,50.51,87.99,3,1,3,91,73,0,0,1,0,0,1,0,0,0
24,9.79,74.98,93.47,59.64,2,0,1,48,75,1,1,0,1,0,0,0,0,0
24,8.97,82.97,51.26,58.86,4,1,5,94,94,1,1,0,0,0,0,0,1,0
21,6.99,73.3,72.91,68.11,0,0,2,44,43,0,1,0,0,0,0,1,0,0
21,9.91,84.31,53.37,92.55,0,0,2,48,100,1,0,1,0,0,0,0,0,1
24,6.73,66.46,98.44,85.72,4,0,0,90,50,0,0,1,1,0,0,0,0,0
24,6.86,70.53,98.62,78.32,3,0,5,50,98,1,0,1,0,0,1,0,0,0
23,8.05,93.2,80.54,50.97,2,0,2,53,42,0,1,0,0,0,0,1,0,0
22,6.37,66.45,69.61,61.79,2,1,2,85,49,0,1,0,1,0,0,0,0,0
21,8.49,98.22,75.6,90.18,2,0,4,79,51,1,1,0,0,0,0,1,0,0
22,5.76,58.63,88.11,62.12,3,1,5,63,88,0,0,1,1,0,0,0,0,0
23,5.54,62.08,61.16,86.51,3,1,3,59,48,0,0,1,0,0,0,1,0,0
24,7.67,73.18,72.09,59.23,0,0,3,72,60,1,1,0,0,1,0,0,0,0
22,7.78,89.87,86.86,80.32,3,0,4,43,73,1,1,0,0,0,0,1,0,0
24,5.53,86.58,69.77,81.41,1,1,2,55,61,0,0,1,0,1,0,0,0,0
24,9.82,58.72,51.6,87.6,4,1,1,64,57,0,0,1,0,0,0,0,1,0
20,7.87,61.83,75.37,71.92,3,0,4,97,83,1,0,1,0,1,0,0,0,0
22,5.76,78.76,86.87,81.63,2,0,3,40,45,0,0,1,0,0,0,1,0,0
22,6.56,64.76,98.84,74.35,3,1,0,90,64,0,0,1,0,0,0,0,0,1
24,9.0,71.12,51.85,97.37,0,1,3,63,89,1,1,0,0,0,0,0,0,1
23,7.62,74.33,77.0,76.09,4,0,1,42,84,0,0,1,0,0,0,0,1,0
20,5.94,79.71,72.5,60.48,4,1,3,71,54,0,0,1,0,0,0,1,0,0
24,5.51,62.55,62.12,83.39,2,0,4,73,40,0,0,1,0,1,0,0,0,0
21,7.15,58.16,81.89,77.42,4,0,0,88,94,0,1,0,0,0,0,0,0,1
21,6.69,69.93,58.18,90.19,1,1,3,64,79,1,1,0,1,0,0,0,0,0
20,8.28,54.1,64.19,58.85,4,0,4,82,57,0,0,1,0,0,1,0,0,0
23,9.63,76.34,89.09,63.05,2,0,4,97,91,1,1,0,0,0,0,1,0,0
24,6.24,91.98,73.02,96.08,4,1,4,42,95,0,1,0,1,0,0,0,0,0
22,9.28,55.95,99.68,96.5,3,1,0,46,83,1,0,1,1,0,0,0,0,0
20,9.6,55.64,69.32,72.11,0,0,4,81,70,1,0,1,0,0,0,1,0,0
23,9.51,54.01,73.16,52.39,3,1,0,74,59,0,1,0,0,0,1,0,0,0
22,9.76,92.39,65.01,65.33,1,0,5,68,83,1,1,0,0,0,0,0,0,1
21,9.21,54.04,61.81,62.36,1,0,1,79,64,1,1,0,0,0,1,0,0,0
21,7.97,99.17,96.11,70.73,0,0,1,64,72,1,1,0,0,0,0,0,1,0
22,7.05,67.92,87.44,65.89,0,1,1,67,49,1,1,0,0,1,0,0,0,0
20,7.46,66.44,66.67,91.45,0,1,5,63,68,1,0,1,0,1,0,0,0,0
21,9.36,54.58,85.01,50.15,0,1,4,44,94,1,0,1,1,0,0,0,0,0
24,6.51,79.28,98.29,82.23,4,0,0,66,58,0,0,1,0,0,0,0,0,1
22,5.8,79.29,53.7,83.21,3,1,5,49,98,0,0,1,0,0,1,0,0,0
22,5.7,74.69,63.23,83.03,1,1,1,51,67,0,1,0,1,0,0,0,0,0
21,9.13,65.55,60.03,76.03,4,0,2,57,97,0,1,0,0,0,0,1,0,0
20,8.81,68.43,93.49,80.56,0,0,1,77,66,1,1,0,1,0,0,0,0,0
24,7.49,66.03,58.96,90.52,2,1,4,47,98,1,0,1,0,0,0,1,0,0
20,6.37,71.31,65.4,89.21,2,1,5,89,58,1,1,0,0,0,0,1,0,0
23,8.39,67.09,77.19,51.73,3,0,2,77,82,0,0,1,0,0,0,0,1,0
23,5.19,83.78,81.05,51.52,1,0,5,94,94,0,0,1,0,0,0,0,1,0
21,7.84,64.79,90.41,91.95,1,0,3,69,70,1,1,0,0,0,0,1,0,0
21,6.99,67.54,70.37,78.74,3,1,2,48,93,0,1,0,0,0,0,0,0,1
21,9.89,71.77,76.71,97.87,0,1,3,87,74,1,1,0,0,0,0,0,1,0
23,7.54,50.2,98.27,71.58,0,0,2,82,53,1,0,1,0,0,0,0,1,0
20,7.76,74.6,64.87,58.84,1,0,0,64,89,0,0,1,0,1,0,0,0,0
20,8.56,62.79,62.4,73.66,1,1,2,69,98,1,0,1,1,0,0,0,0,0
21,7.42,52.81,85.53,71.83,1,1,1,41,98,1,0,1,0,1,0,0,0,0
24,6.12,95.55,88.56,75.86,0,0,3,56,45,0,1,0,0,0,0,0,0,1
20,7.69,66.12,70.74,90.4,2,0,3,84,97,1,1,0,0,0,0,0,1,0
23,9.72,71.3,60.65,82.78,3,1,5,46,94,1,1,0,0,0,0,0,1,0
22,7.05,91.37,88.95,59.26,3,0,1,61,48,0,0,1,0,0,1,0,0,0
22,8.4,58.34,83.52,86.72,4,0,0,49,96,0,1,0,0,0,0,0,0,1
22,9.89,92.52,93.81,79.59,4,0,2,65,80,1,0,1,1,0,0,0,0,0
24,9.15,62.08,92.22,78.92,2,1,0,52,66,1,1,0,1,0,0,0,0,0
21,8.3,79.45,60.26,83.91,1,0,1,81,97,1,0,1,1,0,0,0,0,0
23,8.68,84.28,91.62,78.2,2,1,2,67,56,1,0,1,0,0,0,0,0,1
24,9.68,95.25,58.76,72.88,4,1,1,75,75,1,0,1,0,0,1,0,0,0
23,9.8,80.38,93.19,82.02,4,0,3,98,43,1,1,0,0,0,1,0,0,0
23,9.84,72.66,88.52,86.19,3,0,3,50,97,1,0,1,0,1,0,0,0,0
21,8.13,78.61,78.49,61.29,2,0,3,48,63,0,0,1,0,0,0,0,0,1
22,6.92,60.1,82.11,74.85,0,1,4,55,90,1,1,0,0,0,0,0,0,1
21,5.67,84.45,55.2,72.91,4,1,4,56,55,0,0,1,0,0,1,0,0,0
24,6.93,59.34,51.99,52.0,3,0,3,94,56,0,0,1,0,0,0,1,0,0
24,9.71,77.86,66.53,91.72,1,1,4,44,42,1,0,1,0,0,0,1,0,0
24,9.45,82.38,91.07,68.87,2,1,4,44,93,1,0,1,0,1,0,0,0,0
21,7.62,94.93,73.29,53.63,4,0,5,77,78,0,1,0,0,0,0,1,0,0
23,7.69,72.51,61.17,72.89,0,0,1,70,96,1,1,0,0,0,0,1,0,0
23,6.54,88.77,91.73,58.07,4,0,5,41,76,0,0,1,0,0,0,1,0,0
20,7.27,58.38,61.43,85.22,0,1,2,66,92,1,1,0,0,0,0,0,1,0
24,8.57,57.81,90.77,78.59,2,0,3,85,42,1,0,1,0,1,0,0,0,0
23,7.01,76.24,72.65,63.51,0,0,5,82,83,1,0,1,0,0,1,0,0,0
20,5.94,79.82,73.17,97.52,0,0,5,58,90,1,0,1,0,0,0,1,0,0
23,7.7,81.62,63.64,64.59,3,1,4,82,80,1,0,1,1,0,0,0,0,0
24,6.13,87.28,95.01,77.75,2,0,1,64,74,0,0,1,0,0,0,0,1,0
22,9.87,64.75,54.44,90.08,4,0,1,91,42,0,1,0,0,0,0,1,0,0
24,6.95,81.13,57.22,75.69,1,0,5,77,55,1,1,0,0,0,0,0,1,0
21,9.55,59.41,81.79,98.04,2,0,2,52,96,1,0,1,0,1,0,0,0,0
23,6.13,60.95,92.51,92.19,2,1,1,68,59,0,1,0,1,0,0,0,0,0
23,5.95,53.37,54.77,96.05,1,0,0,58,84,0,1,0,1,0,0,0,0,0
21,8.08,87.35,86.69,68.64,4,0,0,74,45,0,1,0,1,0,0,0,0,0
21,8.9,75.35,87.13,77.42,3,1,3,64,72,1,1,0,0,0,0,1,0,0
22,7.83,61.91,79.08,92.01,4,1,5,87,82,1,0,1,0,0,0,0,1,0
23,6.15,77.81,74.34,95.18,1,1,2,48,89,1,1,0,1,0,0,0,0,0
23,5.19,67.71,66.05,97.22,4,0,5,100,66,0,1,0,0,0,0,0,0,1
22,8.09,91.86,67.57,93.96,2,0,0,74,69,0,1,0,0,0,0,0,0,1
20,5.66,76.41,83.72,86.54,3,0,2,90,74,0,0,1,0,0,0,0,1,0
22,6.72,51.49,53.26,51.21,0,0,3,54,57,0,0,1,0,0,0,1,0,0
24,8.38,99.25,79.25,65.75,4,0,1,61,69,0,0,1,0,0,0,1,0,0
23,5.49,53.71,63.94,56.45,0,0,1,52,82,0,0,1,0,1,0,0,0,0
21,5.64,84.8,73.33,57.74,3,1,1,88,65,0,0,1,0,1,0,0,0,0
24,5.31,71.86,77.95,64.55,0,0,0,69,54,0,1,0,1,0,0,0,0,0
23,9.98,62.47,94.28,53.74,4,0,2,60,71,1,0,1,0,0,1,0,0,0
22,6.94,83.82,78.95,62.15,1,1,0,64,74,0,1,0,0,1,0,0,0,0
24,9.53,56.29,61.36,97.85,2,1,4,64,51,1,0,1,0,0,0,1,0,0
23,6.47,92.91,53.97,65.6,2,1,2,79,60,0,1,0,0,0,1,0,0,0
20,8.77,62.53,81.35,57.99,0,0,3,61,51,1,0,1,0,1,0,0,0,0
20,6.1,68.07,77.25,85.92,2,0,0,85,88,0,0,1,0,0,0,0,1,0
21,7.49,81.63,83.59,91.43,2,0,1,80,40,0,1,0,0,0,0,0,0,1
23,9.12,50.05,72.97,65.7,1,1,1,42,50,1,1,0,0,1,0,0,0,0
20,9.08,73.64,91.26,63.92,0,1,1,100,94,1,1,0,0,1,0,0,0,0
22,8.97,94.71,96.01,62.09,1,0,0,48,64,1,0,1,0,0,0,0,1,0
23,9.12,84.02,52.0,69.66,1,1,0,63,86,1,0,1,0,0,0,1,0,0
22,6.06,69.4,87.2,54.36,3,0,1,83,48,0,1,0,1,0,0,0,0,0
22,7.41,83.02,51.76,83.46,0,1,1,86,78,1,0,1,0,0,0,0,1,0
20,7.42,96.83,72.25,91.11,1,1,1,71,82,1,1,0,1,0,0,0,0,0
23,9.45,59.39,73.08,83.18,4,0,4,56,66,1,0,1,0,1,0,0,0,0
24,6.48,76.59,84.81,71.06,2,0,0,80,68,0,0,1,0,0,0,1,0,0
20,9.66,61.74,67.62,64.45,0,1,1,63,89,1,0,1,0,0,1,0,0,0
20,7.25,92.71,91.05,70.47,3,1,3,47,66,1,0,1,0,1,0,0,0,0
23,8.35,86.05,67.14,71.19,1,1,1,45,94,1,1,0,0,0,0,0,1,0
23,6.34,90.05,67.13,83.3,4,1,0,48,100,0,1,0,0,0,1,0,0,0
22,7.05,97.15,61.14,96.4,2,0,3,54,67,0,0,1,0,0,0,0,0,1
23,8.55,61.62,84.19,53.53,2,0,5,63,96,1,1,0,0,0,1,0,0,0
22,7.56,52.44,53.83,97.67,4,0,5,89,78,0,0,1,0,0,0,0,1,0
20,9.65,64.55,68.15,95.51,0,0,5,93,57,1,0,1,0,0,1,0,0,0
21,8.69,69.96,63.34,55.89,2,1,0,99,54,0,0,1,0,0,0,0,1,0
24,7.82,81.26,61.47,59.18,2,0,0,50,55,0,1,0,0,1,0,0,0,0
20,9.43,89.89,53.05,65.58,2,0,0,70,86,1,1,0,0,0,0,1,0,0
23,8.33,67.49,59.52,77.98,1,0,2,95,62,1,1,0,0,0,0,0,0,1
24,8.24,73.67,72.31,56.72,1,0,3,85,69,1,1,0,0,0,0,1,0,0
21,6.23,89.27,75.19,60.02,2,0,4,84,75,0,1,0,0,0,0,1,0,0
21,6.97,61.27,63.48,95.13,3,0,4,84,95,0,1,0,0,0,0,1,0,0
22,8.42,60.86,82.51,55.47,2,0,2,93,74,1,1,0,0,0,0,0,1,0
24,9.46,79.46,66.79,69.94,0,0,0,52,67,1,1,0,0,0,0,0,1,0
22,6.58,71.8,68.36,88.15,3,0,4,69,85,0,0,1,0,0,0,0,0,1
20,6.08,97.44,89.13,94.43,0,1,3,98,92,1,0,1,0,0,0,0,1,0
24,7.97,67.85,77.6,66.8,4,0,1,64,42,0,0,1,1,0,0,0,0,0
20,5.34,87.98,97.66,58.22,4,1,3,87,94,0,0,1,0,0,0,0,1,0
22,8.57,79.15,67.97,86.85,1,0,0,51,55,0,1,0,0,0,0,0,1,0
24,8.52,52.73,91.39,88.63,1,0,3,60,54,1,0,1,0,0,0,0,1,0
22,6.77,54.22,86.92,99.0,1,0,5,63,58,1,1,0,0,1,0,0,0,0
24,9.46,60.16,94.51,56.98,4,0,0,65,49,0,0,1,0,0,0,0,0,1
22,7.51,57.16,97.84,85.47,0,0,3,89,92,1,0,1,1,0,0,0,0,0
21,8.23,66.47,50.38,70.86,3,1,2,51,88,0,0,1,0,0,0,0,1,0
22,6.05,78.95,54.41,95.73,1,0,3,76,43,0,1,0,0,0,0,0,0,1
21,7.09,80.12,83.72,70.39,4,0,5,88,61,0,0,1,0,0,1,0,0,0
22,9.31,79.39,69.51,72.3,1,0,4,60,57,1,0,1,0,1,0,0,0,0
24,6.06,55.88,90.96,56.34,2,1,1,62,61,0,1,0,0,0,0,0,1,0
24,6.95,80.01,50.6,66.05,3,0,2,40,81,0,1,0,1,0,0,0,0,0
24,6.59,70.49,90.35,70.04,0,0,3,84,94,1,0,1,0,1,0,0,0,0
23,5.76,95.15,56.76,50.88,1,1,0,49,55,0,0,1,1,0,0,0,0,0
20,6.45,95.6,64.51,71.88,2,0,2,74,95,0,0,1,0,1,0,0,0,0
24,6.16,88.41,98.45,66.82,2,1,4,77,42,1,1,0,0,0,1,0,0,0
21,9.62,85.16,52.58,90.19,3,0,1,87,83,1,0,1,0,0,0,0,0,1
24,8.71,55.75,67.45,55.36,4,0,5,67,97,1,0,1,0,1,0,0,0,0
23,6.58,54.23,54.23,88.01,4,0,1,40,98,0,0,1,0,0,0,1,0,0
21,8.82,92.04,92.68,85.7,1,0,3,90,90,1,0,1,0,0,1,0,0,0
23,5.11,71.35,85.15,62.09,1,1,5,47,92,1,1,0,0,0,0,1,0,0
21,7.63,72.57,90.02,54.16,4,0,4,80,74,0,0,1,0,0,1,0,0,0
22,6.25,92.39,76.36,92.09,0,1,4,62,80,1,0,1,0,0,0,1,0,0
20,5.57,81.07,67.89,62.47,0,0,1,59,78,0,0,1,0,0,0,1,0,0
20,9.42,58.97,50.11,57.28,2,1,1,71,55,1,0,1,1,0,0,0,0,0
23,6.0,60.55,63.9,67.95,3,0,4,62,60,0,0,1,0,1,0,0,0,0
20,9.11,50.32,75.73,70.04,0,0,1,46,60,1,1,0,0,1,0,0,0,0
23,7.07,85.53,83.22,66.3,1,0,0,50,40,0,1,0,0,0,1,0,0,0
23,5.07,74.28,61.45,98.82,0,0,1,94,96,0,1,0,0,0,0,0,0,1
23,8.66,97.5,56.95,94.04,3,1,0,47,69,1,1,0,1,0,0,0,0,0
20,7.98,85.7,60.08,93.65,1,0,5,82,86,1,1,0,0,1,0,0,0,0
23,6.72,55.16,67.7,69.94,3,0,1,53,73,0,0,1,0,1,0,0,0,0
20,6.41,58.08,57.42,98.14,4,1,2,53,87,0,1,0,1,0,0,0,0,0
23,5.37,75.09,57.84,84.2,3,1,2,75,78,0,1,0,0,0,0,0,1,0
24,9.71,96.24,52.19,91.6,3,0,5,91,85,1,1,0,1,0,0,0,0,0
23,7.47,62.36,92.84,75.04,3,1,5,80,62,1,0,1,0,1,0,0,0,0
21,5.43,91.28,60.99,58.03,1,1,2,79,73,0,0,1,0,0,0,0,0,1
23,9.34,65.61,91.1,94.34,3,1,5,86,95,1,1,0,0,0,0,0,1,0
22,6.39,63.49,71.92,74.32,3,1,0,66,69,0,1,0,0,0,0,1,0,0
23,6.02,95.07,81.62,98.43,2,1,0,59,95,0,1,0,1,0,0,0,0,0
21,6.4,52.36,53.79,62.74,1,0,3,77,96,0,0,1,0,0,0,1,0,0
21,7.82,83.04,79.18,99.62,3,1,3,64,89,1,0,1,0,0,0,0,1,0
20,5.37,52.16,64.5,61.12,0,1,1,87,72,0,0,1,0,0,0,0,1,0
24,7.41,90.04,54.76,68.41,3,1,0,87,55,0,1,0,0,0,0,0,1,0
23,9.48,91.47,95.41,79.7,0,0,2,68,80,1,0,1,0,0,1,0,0,0
20,5.94,94.67,80.18,84.67,4,0,2,53,69,0,0,1,1,0,0,0,0,0
24,6.66,59.3,62.09,86.01,4,0,2,67,42,0,1,0,0,0,0,0,0,1
23,6.98,56.22,70.98,73.81,1,0,1,69,97,0,0,1,0,0,0,0,0,1
22,7.93,75.18,67.85,53.84,1,0,0,54,84,0,1,0,0,0,0,1,0,0
23,9.6,63.58,85.03,74.8,4,1,5,93,100,1,0,1,0,0,0,1,0,0
21,6.97,80.31,80.37,66.73,1,1,1,98,41,0,1,0,0,0,0,1,0,0
21,5.35,75.69,50.99,82.88,0,1,5,60,65,1,1,0,1,0,0,0,0,0
22,6.74,57.24,59.89,59.11,0,1,4,51,57,1,1,0,0,1,0,0,0,0
20,5.95,86.96,73.91,69.7,2,1,4,94,41,0,1,0,0,0,0,1,0,0
24,8.26,90.19,72.27,98.31,1,0,3,89,79,1,0,1,0,0,0,0,1,0
23,5.15,98.15,75.83,54.44,1,1,5,95,42,1,0,1,0,0,0,1,0,0
21,6.46,69.78,85.74,80.12,2,0,0,50,56,0,0,1,0,0,0,0,1,0
20,7.73,66.89,84.1,54.53,3,0,5,78,63,0,1,0,0,0,1,0,0,0
22,6.39,59.61,68.64,57.85,0,0,5,45,41,0,1,0,0,1,0,0,0,0
21,7.75,59.04,93.88,80.25,3,1,2,42,45,0,0,1,0,1,0,0,0,0
22,5.57,66.05,53.15,72.2,2,0,0,80,79,0,1,0,1,0,0,0,0,0
23,9.71,99.09,79.23,77.42,1,0,5,54,65,1,0,1,1,0,0,0,0,0
24,6.45,54.61,97.48,93.99,3,0,5,73,96,0,1,0,0,0,0,0,0,1
21,9.62,62.97,77.45,90.86,1,0,5,43,88,1,1,0,0,0,1,0,0,0
21,6.63,54.3,72.76,94.4,2,0,3,73,96,0,0,1,1,0,0,0,0,0
23,8.91,63.68,56.7,80.81,4,1,2,77,95,1,0,1,0,0,0,0,1,0
20,6.23,54.62,90.51,74.48,1,1,1,83,45,0,0,1,0,0,1,0,0,0
24,8.35,75.42,68.69,72.96,3,1,2,78,51,1,1,0,0,1,0,0,0,0
21,6.62,71.92,85.06,86.99,3,0,5,80,60,0,0,1,0,0,0,0,1,0
24,7.55,58.7,59.88,76.06,2,1,5,45,55,1,0,1,0,0,1,0,0,0
21,8.37,58.74,52.09,55.29,3,1,4,61,45,0,0,1,0,1,0,0,0,0
24,7.94,81.31,65.27,57.1,0,0,1,76,73,1,0,1,1,0,0,0,0,0
22,7.88,69.36,64.07,67.85,1,1,5,97,98,1,0,1,0,0,0,0,1,0
21,5.33,52.81,93.67,53.39,0,0,2,71,42,0,1,0,0,0,0,0,1,0
24,6.25,96.01,93.23,61.96,2,0,1,98,80,0,0,1,0,1,0,0,0,0
20,7.86,70.25,76.69,82.82,0,1,4,67,58,1,1,0,0,0,0,0,1,0
22,5.09,79.55,50.95,50.62,0,1,4,65,68,0,1,0,1,0,0,0,0,0
22,6.25,94.27,61.42,80.2,1,0,0,43,71,0,0,1,1,0,0,0,0,0
20,6.15,70.11,81.95,88.62,1,0,5,49,49,0,0,1,1,0,0,0,0,0
24,6.25,91.03,55.07,58.51,4,0,4,66,94,0,1,0,0,1,0,0,0,0
23,7.68,95.74,85.03,59.05,0,1,4,59,66,1,1,0,0,0,0,1,0,0
20,7.91,58.7,50.6,51.44,1,1,4,75,68,1,0,1,0,0,0,1,0,0
24,9.54,94.62,84.13,75.62,0,1,5,44,52,1,0,1,0,0,0,0,1,0
20,6.93,55.99,92.23,82.73,0,0,3,56,59,1,0,1,1,0,0,0,0,0
20,9.63,63.76,73.46,72.85,2,1,4,89,67,1,1,0,0,0,0,0,1,0
21,8.26,90.41,91.45,69.47,2,1,0,71,66,1,0,1,0,1,0,0,0,0
24,9.56,95.03,89.08,72.72,0,0,1,74,52,1,0,1,0,0,0,0,1,0
23,9.17,84.21,83.57,89.08,2,0,3,62,64,1,1,0,0,0,0,0,0,1
21,8.44,55.24,72.26,51.68,1,1,1,52,99,1,1,0,0,0,0,1,0,0
20,6.78,76.15,63.6,89.19,0,0,1,100,68,0,0,1,0,0,0,0,1,0
20,6.21,78.63,93.04,83.32,2,0,0,40,91,0,0,1,0,0,0,0,1,0
20,6.11,64.09,82.43,62.07,1,0,3,70,97,0,1,0,0,0,1,0,0,0
24,9.76,99.56,89.9,76.24,0,0,5,58,54,1,0,1,0,0,0,0,1,0
24,9.79,66.78,77.6,52.46,0,0,2,62,84,1,0,1,0,0,0,0,0,1
21,8.62,60.51,58.59,68.98,2,0,4,93,84,1,1,0,0,0,0,1,0,0
23,9.42,55.51,98.97,58.7,1,0,1,73,69,1,0,1,0,0,1,0,0,0
21,9.59,68.93,59.14,51.12,0,0,1,43,97,1,1,0,0,1,0,0,0,0
22,7.56,84.63,95.56,67.85,0,0,0,87,77,1,1,0,0,1,0,0,0,0
