Student_ID,Age,Gender,Department,CGPA,Attendance,10th_Percentage,12th_Percentage,Backlogs,Internship,Projects,Communication_Score,Aptitude_Score,Placement_Status,Package_LPA
3663,22,Male,IT,9.62,93.19,84.77,83.79,3,No,3,94,68,Placed,4.62
3664,20,Male,CE,5.52,67.02,96.54,63.06,3,Yes,4,61,43,Not Placed,0.0
3665,23,Male,IT,7.71,55.63,75.89,75.85,3,Yes,1,50,80,Not Placed,0.0
3666,20,Male,ME,6.57,74.95,51.13,68.09,4,Yes,0,49,89,Not Placed,0.0
3667,24,Male,ECE,6.36,51.34,51.44,90.88,0,No,4,47,69,Not Placed,0.0
3668,23,Male,CSE,8.23,57.5,66.53,53.47,1,Yes,5,80,53,Placed,12.91
3669,22,Male,ECE,6.16,61.67,89.08,63.77,4,Yes,4,67,63,Not Placed,0.0
3670,24,Male,ECE,9.58,83.28,64.41,80.15,0,No,4,62,77,Placed,11.47
3671,23,Female,CSE,7.03,75.49,66.72,60.26,3,Yes,3,45,91,Not Placed,0.0
3672,22,Male,CE,8.39,65.12,89.22,83.64,3,Yes,0,53,73,Not Placed,0.0
3673,20,Male,IT,8.64,78.24,55.81,56.84,4,No,5,99,75,Placed,3.39
3674,23,Female,IT,8.41,56.26,92.34,51.14,2,No,0,63,54,Not Placed,0.0
3675,22,Female,CE,9.52,87.79,63.29,93.17,1,No,1,48,74,Placed,14.68
3676,20,Female,CSE,6.16,85.6,52.56,66.67,0,No,1,85,68,Not Placed,0.0
3677,24,Male,EEE,5.43,60.83,55.87,57.84,3,Yes,4,79,75,Not Placed,0.0
3678,24,Female,ECE,5.28,80.32,97.63,58.64,1,No,0,77,43,Not Placed,0.0
3679,24,Male,ME,9.39,75.17,72.57,94.29,3,No,0,95,54,Not Placed,0.0
3680,24,Male,IT,9.87,53.04,62.82,82.72,3,Yes,4,64,50,Placed,3.04
3681,21,Male,CE,6.51,63.91,76.06,97.82,3,No,2,77,94,Not Placed,0.0
3682,23,Female,ME,8.47,99.97,84.12,90.0,1,Yes,0,69,88,Placed,5.92
3683,23,Male,CSE,5.04,54.98,65.94,88.38,4,Yes,4,61,54,Not Placed,0.0
3684,21,Male,ME,5.94,75.32,86.26,74.99,1,No,4,41,96,Not Placed,0.0
3685,22,Male,ME,8.45,92.47,62.61,91.04,1,Yes,2,64,60,Placed,12.16
3686,22,Female,ECE,5.33,65.03,55.62,70.63,2,Yes,1,63,74,Not Placed,0.0
3687,24,Female,CSE,7.34,63.04,77.49,91.35,2,Yes,5,76,62,Placed,6.41
3688,20,Male,ME,8.31,94.54,57.56,87.89,4,Yes,4,97,94,Placed,9.49
3689,22,Female,IT,8.83,65.24,97.02,83.92,2,No,0,42,95,Placed,8.56
3690,20,Male,CSE,7.27,82.57,50.02,66.49,4,No,1,96,49,Not Placed,0.0
3691,23,Female,IT,8.15,87.02,87.78,81.54,3,No,1,82,43,Not Placed,0.0
3692,20,Male,CE,7.7,89.43,63.97,75.34,3,Yes,1,65,84,Not Placed,0.0
3693,23,Female,CE,5.26,99.74,92.3,73.08,1,No,4,69,64,Not Placed,0.0
3694,21,Male,EEE,8.71,90.16,53.01,99.51,3,Yes,0,68,41,Not Placed,0.0
3695,21,Female,CE,5.86,82.85,97.65,75.22,2,Yes,5,46,77,Placed,7.96
3696,24,Male,ME,5.16,94.77,55.07,51.6,0,Yes,2,100,58,Not Placed,0.0
3697,22,Male,CSE,7.26,95.29,89.39,81.32,1,Yes,3,48,63,Placed,13.57
3698,24,Male,CE,9.33,98.66,75.87,86.4,4,No,3,84,47,Placed,6.93
3699,23,Male,IT,5.75,88.82,71.52,94.26,3,No,1,69,45,Not Placed,0.0
3700,24,Male,ME,5.06,59.75,64.01,81.63,1,No,3,55,59,Not Placed,0.0
3701,20,Female,CE,5.55,85.49,92.07,50.97,1,No,3,94,53,Not Placed,0.0
3702,23,Male,ECE,6.82,53.76,59.99,55.99,1,Yes,4,83,79,Placed,9.3
3703,21,Female,IT,7.9,65.9,86.06,58.06,3,No,2,79,45,Not Placed,0.0
3704,22,Female,IT,5.97,55.79,72.29,60.56,4,No,3,53,51,Not Placed,0.0
3705,23,Female,EEE,9.01,97.5,99.92,89.99,1,No,5,65,80,Placed,4.54
3706,23,Female,ECE,8.77,66.94,80.57,65.49,1,Yes,5,85,46,Placed,13.66
3707,20,Female,EEE,8.48,85.66,55.21,65.62,1,No,2,76,96,Placed,8.62
3708,22,Male,CE,7.44,78.57,70.98,87.78,3,No,3,97,84,Not Placed,0.0
3709,21,Female,ECE,6.83,55.38,53.31,70.62,2,Yes,5,49,69,Not Placed,0.0
3710,23,Male,IT,6.88,78.07,64.28,53.23,4,No,1,69,55,Not Placed,0.0
3711,23,Female,EEE,7.52,83.05,67.17,79.26,1,Yes,1,61,47,Placed,13.59
3712,20,Female,ME,5.39,94.08,92.66,56.5,1,Yes,5,99,53,Placed,12.93
3713,24,Male,ECE,8.41,53.5,91.9,78.58,1,No,2,95,87,Placed,6.84
3714,21,Male,IT,6.76,64.78,50.58,88.98,3,Yes,2,69,59,Not Placed,0.0
3715,22,Male,CSE,6.12,84.62,76.61,96.47,2,No,2,71,67,Not Placed,0.0
3716,23,Female,ECE,6.39,51.72,61.18,53.35,1,Yes,2,53,45,Not Placed,0.0
3717,23,Female,ECE,5.9,60.18,66.0,65.2,1,Yes,0,62,69,Not Placed,0.0
3718,21,Male,CE,9.51,60.93,51.08,82.62,3,No,1,56,94,Not Placed,0.0
3719,24,Female,ME,5.85,83.47,87.49,65.77,4,Yes,3,97,43,Not Placed,0.0
3720,23,Female,CE,9.41,64.3,97.53,72.55,4,No,0,75,75,Not Placed,0.0
3721,21,Male,ECE,7.86,79.98,60.96,51.0,2,No,2,68,97,Not Placed,0.0
3722,20,Male,ECE,9.34,98.27,67.09,84.67,4,No,3,63,42,Placed,5.49
3723,24,Female,ME,7.37,89.66,60.32,94.16,1,No,1,86,49,Not Placed,0.0
3724,22,Female,ME,9.64,66.65,96.5,98.84,3,No,2,50,77,Placed,4.6
3725,23,Female,EEE,6.06,73.62,50.47,91.53,1,No,4,80,66,Not Placed,0.0
3726,21,Male,IT,7.77,60.03,79.19,51.59,1,No,2,54,57,Not Placed,0.0
3727,20,Male,IT,5.63,50.79,93.54,82.59,2,No,3,61,84,Not Placed,0.0
3728,22,Male,EEE,7.24,64.49,59.32,74.78,4,Yes,1,66,50,Not Placed,0.0
3729,21,Male,IT,7.85,68.47,79.5,96.89,4,Yes,2,91,75,Placed,13.53
3730,21,Male,ECE,8.03,78.22,52.53,95.11,4,No,1,73,79,Not Placed,0.0
3731,22,Female,EEE,6.83,97.2,90.73,99.4,1,No,0,99,74,Placed,10.07
3732,20,Male,EEE,5.38,97.39,63.72,93.1,3,No,4,96,83,Not Placed,0.0
3733,20,Female,IT,8.28,53.5,99.44,77.34,3,Yes,5,72,52,Placed,12.03
3734,24,Male,CSE,7.44,80.73,96.1,85.75,1,No,5,60,95,Placed,7.46
3735,23,Female,IT,5.68,52.12,86.63,98.23,0,No,0,63,94,Not Placed,0.0
3736,22,Male,CE,9.68,82.4,74.84,78.91,1,Yes,5,59,62,Placed,10.29
3737,22,Male,CSE,9.78,55.89,88.33,92.0,4,No,4,88,82,Placed,11.94
3738,22,Male,EEE,9.28,97.32,56.53,97.11,1,No,0,43,48,Placed,9.44
3739,20,Female,CSE,9.22,93.22,65.51,78.53,0,No,1,76,43,Placed,11.6
3740,23,Female,ECE,5.49,51.12,51.34,57.96,1,Yes,1,76,82,Not Placed,0.0
3741,24,Male,ME,9.97,89.11,82.25,57.78,4,No,0,99,79,Placed,12.55
3742,21,Male,CSE,7.0,81.79,90.28,55.77,2,Yes,3,85,89,Placed,10.02
3743,21,Female,CE,5.82,74.77,97.31,73.82,3,No,0,72,70,Not Placed,0.0
3744,22,Male,ME,9.06,80.13,84.33,74.01,0,Yes,2,70,42,Placed,13.69
3745,23,Male,ECE,6.13,83.91,86.6,80.87,2,No,3,73,75,Not Placed,0.0
3746,20,Female,CE,7.63,94.22,94.77,74.14,3,Yes,1,61,96,Placed,14.57
3747,23,Female,ME,5.64,88.37,96.82,98.65,2,No,0,81,56,Not Placed,0.0
3748,23,Male,ECE,7.37,78.77,74.56,64.57,1,No,3,69,55,Not Placed,0.0
3749,20,Male,ME,7.79,91.23,55.49,93.69,1,No,2,44,78,Placed,13.36
3750,22,Female,ME,7.23,99.35,73.32,55.02,3,Yes,4,80,41,Placed,3.63
3751,23,Male,IT,5.35,65.01,77.8,80.1,3,Yes,1,84,44,Not Placed,0.0
3752,21,Male,CE,7.42,55.92,81.58,82.42,1,Yes,3,62,72,Placed,6.25
3753,20,Female,CE,7.34,86.57,99.46,88.61,1,Yes,5,100,93,Placed,3.68
3754,24,Female,CSE,6.31,98.93,95.88,75.15,3,Yes,3,92,52,Not Placed,0.0
3755,22,Male,CE,9.61,55.84,69.82,59.86,3,No,5,52,51,Placed,10.04
3756,20,Female,CE,7.09,71.59,55.67,68.45,3,No,3,99,58,Not Placed,0.0
3757,24,Female,ME,9.32,53.11,60.74,63.61,4,Yes,0,99,100,Not Placed,0.0
3758,24,Male,EEE,5.55,88.83,58.69,70.96,4,Yes,1,48,61,Not Placed,0.0
3759,23,Female,IT,6.59,97.44,67.8,76.5,1,No,1,53,79,Not Placed,0.0
3760,23,Male,CSE,5.88,74.95,93.82,81.25,4,Yes,0,56,47,Not Placed,0.0
3761,23,Male,IT,7.04,70.48,71.9,92.26,0,No,0,74,83,Not Placed,0.0
3762,20,Female,CSE,5.56,95.39,78.36,95.5,1,Yes,5,57,43,Placed,6.37
3763,20,Male,ECE,7.21,56.67,58.96,73.13,0,Yes,5,51,46,Placed,3.93
3764,22,Male,ME,6.77,94.58,74.64,54.43,2,Yes,5,94,99,Placed,9.46
3765,23,Male,CE,6.12,69.61,93.68,89.85,0,Yes,0,80,87,Placed,7.39
3766,24,Male,CE,8.21,77.97,88.67,73.86,2,No,2,55,61,Not Placed,0.0
3767,21,Female,EEE,9.75,76.41,54.06,77.32,0,Yes,3,69,57,Placed,8.49
3768,22,Female,IT,6.04,80.8,93.1,79.79,2,No,2,52,45,Not Placed,0.0
3769,20,Female,IT,8.56,97.11,63.69,83.39,2,Yes,1,99,89,Placed,4.26
3770,22,Male,IT,8.71,97.56,83.29,94.51,1,No,0,57,100,Placed,9.28
3771,22,Male,CE,7.49,91.56,57.32,97.61,3,No,3,51,43,Not Placed,0.0
3772,22,Male,IT,9.49,59.58,83.73,97.01,3,No,5,93,92,Placed,5.55
3773,22,Male,ME,9.83,66.68,51.79,90.47,1,Yes,4,73,80,Placed,6.08
3774,21,Male,CSE,6.81,74.39,80.03,94.46,2,No,3,90,84,Placed,8.51
3775,23,Female,CE,8.26,95.27,82.3,52.48,3,No,4,72,90,Placed,8.93
3776,24,Female,ME,8.31,76.04,62.22,92.46,3,Yes,3,45,51,Placed,13.46
3777,22,Female,ECE,7.02,98.87,96.85,53.61,0,No,0,57,87,Not Placed,0.0
3778,22,Male,ME,6.58,99.19,52.3,87.31,4,No,4,42,76,Not Placed,0.0
3779,22,Female,ME,9.67,79.93,94.59,58.47,1,Yes,4,93,41,Placed,6.38
3780,23,Male,ECE,8.95,93.87,69.09,68.01,4,No,1,45,42,Not Placed,0.0
3781,20,Male,ME,5.57,99.96,85.7,59.21,2,Yes,3,75,84,Not Placed,0.0
3782,20,Female,CSE,5.6,92.49,82.58,72.17,0,Yes,2,88,60,Placed,12.58
3783,21,Female,CE,9.61,82.85,58.41,70.59,3,No,5,94,78,Placed,3.2
3784,20,Male,EEE,5.41,92.26,65.95,52.4,0,No,2,89,52,Not Placed,0.0
3785,22,Male,ECE,8.44,54.13,76.48,91.52,1,Yes,1,61,87,Placed,13.23
3786,22,Male,CE,6.13,81.74,92.33,92.71,2,No,1,46,93,Not Placed,0.0
3787,22,Female,IT,5.18,60.83,97.74,89.38,0,No,1,69,53,Not Placed,0.0
3788,21,Male,CSE,5.3,55.8,51.03,92.38,0,No,0,41,69,Not Placed,0.0
3789,22,Female,EEE,6.87,94.64,67.63,87.54,0,Yes,0,71,57,Placed,9.08
3790,20,Male,CSE,5.39,81.98,83.41,96.87,3,Yes,0,54,52,Not Placed,0.0
3791,23,Male,CSE,7.98,62.18,76.39,78.82,2,No,0,61,53,Not Placed,0.0
3792,23,Male,IT,8.24,69.34,97.15,79.13,3,No,1,88,80,Not Placed,0.0
3793,24,Male,EEE,6.87,98.66,50.85,93.0,0,No,1,77,79,Placed,14.06
3794,20,Male,CSE,8.71,93.11,71.89,67.47,3,No,0,47,96,Not Placed,0.0
3795,22,Female,IT,7.45,50.78,83.44,52.5,3,Yes,0,47,64,Not Placed,0.0
3796,23,Female,ECE,7.15,98.99,60.88,87.49,1,No,4,78,76,Placed,3.23
3797,20,Female,IT,7.03,68.43,86.29,62.73,4,Yes,3,75,66,Not Placed,0.0
3798,23,Female,ME,7.16,84.77,54.06,73.71,4,Yes,4,59,62,Not Placed,0.0
3799,22,Female,CE,9.84,85.63,72.55,62.02,1,Yes,3,76,46,Placed,7.53
3800,23,Female,IT,8.41,95.58,83.81,91.35,1,No,0,47,87,Placed,8.64
3801,24,Female,IT,6.58,94.25,63.34,97.91,3,Yes,0,53,49,Not Placed,0.0
3802,24,Male,IT,8.67,64.09,53.69,52.75,3,Yes,5,59,64,Placed,10.08
3803,23,Male,CSE,6.65,82.18,97.85,61.67,2,Yes,0,96,96,Not Placed,0.0
3804,20,Male,EEE,5.63,69.69,95.69,59.48,4,Yes,4,74,93,Not Placed,0.0
3805,20,Male,IT,7.38,76.28,96.32,83.66,3,No,1,64,74,Not Placed,0.0
3806,20,Male,IT,8.76,77.73,98.93,71.43,2,No,3,57,63,Placed,11.06
3807,23,Female,ME,6.89,69.82,59.23,72.81,4,Yes,5,93,88,Placed,9.31
3808,20,Male,ME,9.35,73.19,57.89,57.85,2,Yes,4,86,81,Placed,6.91
3809,22,Male,ECE,6.93,60.42,51.71,70.74,2,No,5,60,50,Not Placed,0.0
3810,24,Male,ECE,6.75,80.38,94.59,65.16,1,No,0,76,59,Not Placed,0.0
3811,22,Male,ME,9.99,87.95,87.64,80.56,0,No,1,86,49,Placed,7.5
3812,20,Male,EEE,7.41,71.49,81.66,60.86,0,Yes,4,98,89,Placed,10.7
3813,22,Male,ECE,9.03,98.88,96.38,80.74,0,No,3,70,60,Placed,14.04
3814,20,Male,CE,9.02,52.86,78.75,68.89,2,No,5,45,67,Placed,9.1
3815,23,Male,CE,9.63,79.46,56.49,67.31,3,No,5,81,67,Placed,11.67
3816,22,Female,EEE,5.42,79.18,58.84,65.28,0,Yes,5,94,94,Placed,8.48
3817,23,Female,ME,6.36,51.81,56.61,83.69,3,Yes,0,91,66,Not Placed,0.0
3818,23,Male,ECE,8.84,61.23,65.38,78.12,4,No,3,86,72,Not Placed,0.0
3819,21,Male,IT,7.81,95.28,68.97,92.59,0,Yes,5,59,43,Placed,4.64
3820,20,Male,ME,7.8,77.23,89.84,62.08,2,Yes,0,67,74,Not Placed,0.0
3821,24,Female,ECE,5.83,71.82,59.56,52.01,1,No,0,80,59,Not Placed,0.0
3822,20,Male,EEE,6.41,70.77,86.27,59.1,2,No,2,75,45,Not Placed,0.0
3823,24,Male,CE,7.61,94.41,74.56,67.17,3,No,3,79,97,Placed,13.39
3824,20,Female,EEE,6.39,68.35,99.98,58.98,4,No,1,65,45,Not Placed,0.0
3825,23,Male,ECE,6.05,92.96,88.83,54.18,2,No,0,52,99,Not Placed,0.0
3826,22,Male,EEE,5.44,65.46,98.45,72.27,1,No,1,88,56,Not Placed,0.0
3827,22,Male,ECE,5.78,76.58,67.12,83.85,1,No,4,43,58,Not Placed,0.0
3828,21,Female,ECE,8.84,57.19,56.15,87.58,4,No,0,73,88,Not Placed,0.0
3829,24,Female,EEE,8.59,91.25,75.29,69.94,0,No,5,98,100,Placed,10.3
3830,24,Female,CSE,5.23,86.8,56.21,73.9,2,Yes,0,97,56,Not Placed,0.0
3831,24,Male,IT,6.02,76.5,74.62,87.77,2,No,5,76,88,Placed,7.12
3832,23,Male,ME,7.8,51.3,63.5,67.64,1,Yes,0,73,42,Not Placed,0.0
3833,24,Female,CE,6.61,74.06,74.55,89.24,3,No,5,55,85,Not Placed,0.0
3834,22,Female,IT,9.12,61.26,97.48,98.37,2,Yes,1,62,73,Placed,11.62
3835,23,Male,ME,8.92,70.67,64.45,94.02,1,No,2,97,99,Placed,14.3
3836,20,Female,ME,9.46,92.82,99.67,72.68,3,Yes,3,62,43,Placed,12.36
3837,24,Male,CE,7.81,88.48,61.47,78.98,0,No,0,54,62,Not Placed,0.0
3838,24,Male,IT,6.76,62.1,60.41,85.82,0,Yes,3,64,98,Placed,12.11
3839,20,Female,CE,8.03,99.25,77.24,67.47,1,Yes,5,68,98,Placed,8.4
3840,24,Male,ECE,5.45,95.16,92.1,89.96,1,No,3,75,57,Not Placed,0.0
3841,20,Female,CE,5.05,76.43,87.48,71.85,0,Yes,5,54,73,Placed,13.64
3842,23,Male,EEE,5.09,76.51,86.18,92.34,1,Yes,3,76,68,Not Placed,0.0
3843,22,Male,CSE,7.04,95.06,64.13,62.74,4,No,5,74,99,Not Placed,0.0
3844,20,Female,CSE,6.14,81.81,51.13,50.57,2,No,1,85,83,Not Placed,0.0
3845,21,Female,CSE,5.79,76.83,58.09,81.63,4,Yes,5,78,54,Not Placed,0.0
3846,20,Male,IT,8.08,87.46,67.47,72.59,3,Yes,3,86,84,Placed,11.23
3847,24,Male,IT,9.98,61.75,98.58,52.99,1,No,4,76,50,Placed,12.0
3848,23,Female,ECE,5.89,93.92,95.99,74.38,1,Yes,5,80,78,Placed,7.15
3849,23,Male,CSE,7.73,76.57,60.03,58.43,3,Yes,1,67,99,Not Placed,0.0
3850,20,Female,ECE,5.6,80.17,86.28,81.49,2,No,1,84,48,Not Placed,0.0
3851,22,Female,CSE,9.67,54.5,78.95,72.25,0,Yes,4,69,98,Placed,3.88
3852,21,Male,IT,6.46,65.48,52.49,58.56,4,No,2,46,86,Not Placed,0.0
3853,23,Male,EEE,9.39,71.34,68.59,70.6,2,No,2,43,74,Placed,9.32
3854,24,Male,EEE,6.42,70.7,74.3,61.64,0,No,5,46,49,Not Placed,0.0
3855,24,Female,EEE,9.03,88.91,83.38,82.65,0,No,0,72,79,Placed,11.69
3856,22,Male,CE,6.05,64.12,64.75,64.76,1,No,2,86,77,Not Placed,0.0
3857,23,Male,EEE,6.46,59.11,96.69,91.1,3,No,0,86,68,Not Placed,0.0
3858,20,Male,ME,5.96,79.13,72.59,50.71,1,No,3,57,85,Not Placed,0.0
3859,24,Female,CSE,6.32,80.75,62.43,70.17,3,Yes,0,54,45,Not Placed,0.0
3860,22,Male,EEE,9.17,56.08,65.82,80.85,1,Yes,2,74,58,Placed,11.58
3861,23,Male,ME,8.2,50.12,87.59,51.13,4,No,0,76,65,Not Placed,0.0
3862,23,Female,ME,7.03,95.88,82.01,60.79,1,Yes,1,99,48,Placed,5.66
3863,23,Female,ME,9.86,53.98,87.11,66.37,4,Yes,2,44,80,Placed,12.91
3864,23,Female,ECE,7.32,94.89,64.62,51.09,2,No,0,87,91,Not Placed,0.0
3865,23,Male,ECE,9.85,69.96,66.34,77.33,2,No,2,62,87,Placed,9.9
3866,24,Male,ME,5.98,82.65,69.84,81.54,1,Yes,4,96,84,Placed,9.62
3867,22,Female,CE,9.52,59.28,59.43,61.38,2,Yes,2,49,52,Placed,10.02
3868,23,Male,EEE,5.07,91.2,84.55,77.17,0,Yes,4,64,65,Placed,3.83
3869,21,Female,CSE,7.73,59.01,66.47,99.96,4,No,0,61,83,Not Placed,0.0
3870,21,Female,CE,7.12,69.33,66.31,94.35,3,No,4,70,93,Not Placed,0.0
3871,22,Male,IT,7.63,61.9,63.47,52.93,4,Yes,2,62,92,Not Placed,0.0
3872,20,Female,ECE,7.77,91.88,72.64,56.39,1,No,1,67,59,Not Placed,0.0
3873,20,Female,EEE,6.95,92.92,88.6,74.72,2,Yes,4,84,41,Placed,7.67
3874,20,Male,EEE,9.99,68.6,91.78,62.26,2,No,2,54,43,Placed,12.39
3875,21,Male,IT,9.88,65.37,90.23,54.05,0,Yes,1,79,46,Placed,6.45
3876,20,Male,IT,9.81,88.68,81.06,62.73,2,No,3,91,58,Placed,13.28
3877,24,Male,EEE,9.9,93.93,64.02,53.06,1,Yes,5,46,74,Placed,8.03
3878,23,Male,IT,8.97,81.2,86.74,76.5,1,Yes,4,85,50,Placed,7.26
3879,21,Female,EEE,9.94,96.37,51.97,74.51,3,Yes,4,77,58,Placed,11.37
3880,22,Female,CE,9.46,69.15,89.91,50.32,4,Yes,0,79,71,Not Placed,0.0
3881,22,Male,IT,7.08,57.59,89.01,74.13,4,No,3,54,96,Not Placed,0.0
3882,23,Male,CE,8.92,58.98,83.5,75.99,4,No,0,88,53,Not Placed,0.0
3883,21,Female,CE,9.56,83.49,54.9,80.29,3,No,0,44,88,Not Placed,0.0
3884,20,Male,IT,8.56,70.38,99.87,98.5,3,Yes,2,51,44,Placed,12.27
3885,20,Female,EEE,7.11,57.82,87.82,99.13,3,Yes,0,52,64,Not Placed,0.0
3886,24,Male,ME,5.33,64.61,86.74,76.35,0,Yes,4,42,53,Not Placed,0.0
3887,24,Male,EEE,9.05,76.53,53.2,92.26,3,Yes,0,96,78,Placed,9.83
3888,20,Male,CSE,9.76,56.07,69.94,54.26,2,Yes,1,96,51,Placed,3.41
3889,22,Female,IT,6.81,50.17,54.31,76.56,0,No,4,58,99,Placed,6.49
3890,22,Male,ECE,5.76,95.86,68.05,83.95,2,Yes,5,65,88,Placed,8.39
3891,24,Female,IT,6.63,65.24,78.52,78.24,4,No,2,69,59,Not Placed,0.0
3892,23,Male,CSE,7.91,61.07,93.94,61.54,1,No,0,67,93,Not Placed,0.0
3893,20,Male,CE,6.58,84.92,64.15,53.13,4,Yes,1,54,92,Not Placed,0.0
3894,24,Male,ECE,8.05,92.67,81.17,69.33,3,No,5,57,57,Placed,5.43
3895,24,Female,ECE,9.83,81.61,58.23,82.38,1,Yes,1,92,40,Placed,12.11
3896,20,Female,EEE,8.35,62.72,67.7,99.59,4,Yes,4,91,82,Placed,10.51
3897,20,Male,ME,6.81,93.08,97.36,61.83,0,Yes,0,46,43,Not Placed,0.0
3898,22,Male,EEE,9.68,75.52,87.38,95.89,3,No,1,99,51,Placed,11.69
3899,23,Male,ECE,7.83,69.06,77.29,53.41,4,Yes,0,53,65,Not Placed,0.0
3900,23,Male,ECE,5.64,80.24,62.58,96.55,1,No,4,63,71,Not Placed,0.0
3901,20,Male,ME,7.49,85.03,68.99,91.62,2,Yes,3,91,76,Placed,3.74
3902,21,Female,IT,8.27,79.69,57.83,51.05,4,Yes,1,90,54,Not Placed,0.0
3903,24,Female,ME,9.19,96.01,67.67,64.91,0,Yes,2,96,91,Placed,4.17
3904,24,Male,CE,9.68,81.4,57.53,52.55,1,No,0,63,74,Placed,8.03
3905,20,Male,EEE,6.59,93.93,89.77,99.78,4,No,5,50,65,Not Placed,0.0
3906,21,Female,IT,5.78,79.35,54.04,71.39,2,No,4,98,54,Not Placed,0.0
3907,22,Female,EEE,5.37,66.48,59.47,83.11,3,Yes,4,78,47,Not Placed,0.0
3908,20,Male,ME,8.69,76.61,84.56,61.71,3,Yes,5,82,67,Placed,12.55
3909,20,Male,IT,8.98,54.32,95.13,96.69,3,No,2,79,69,Placed,5.83
3910,24,Male,ME,7.05,61.51,98.23,63.71,1,Yes,3,95,93,Placed,11.62
3911,20,Male,CE,6.98,88.31,91.8,63.01,2,Yes,0,49,82,Not Placed,0.0
3912,20,Male,CSE,9.77,83.07,60.57,65.73,2,Yes,3,95,83,Placed,5.12
3913,20,Male,ECE,9.58,58.33,64.29,73.12,4,No,4,82,42,Placed,7.45
3914,24,Female,IT,6.17,71.9,93.54,50.93,3,No,1,72,45,Not Placed,0.0
3915,22,Male,ECE,8.9,57.1,94.47,79.89,1,Yes,3,59,70,Placed,11.86
3916,22,Male,CSE,8.11,92.79,82.03,51.58,3,No,1,81,65,Not Placed,0.0
3917,20,Male,IT,5.77,55.46,65.68,76.96,3,No,2,78,47,Not Placed,0.0
3918,24,Female,ECE,6.78,82.71,61.2,72.89,4,Yes,4,61,78,Not Placed,0.0
3919,22,Female,ECE,5.89,80.35,92.61,62.13,4,Yes,1,74,68,Not Placed,0.0
3920,22,Male,IT,6.48,73.64,60.26,66.49,4,No,0,90,56,Not Placed,0.0
3921,22,Male,ECE,8.08,63.91,83.09,85.28,0,No,4,67,55,Placed,11.79
3922,24,Female,ECE,6.88,70.2,98.4,50.48,0,Yes,2,75,93,Placed,3.37
3923,24,Male,IT,6.97,90.32,85.26,65.83,1,No,0,69,88,Not Placed,0.0
3924,20,Male,ECE,7.7,88.08,62.88,84.01,1,No,4,97,84,Placed,10.56
3925,23,Male,ECE,5.44,86.94,64.13,57.61,4,No,3,45,43,Not Placed,0.0
3926,22,Male,EEE,8.69,87.49,54.64,78.02,2,Yes,5,40,49,Placed,7.92
3927,23,Male,CE,7.01,57.19,84.31,58.45,1,Yes,4,97,55,Placed,13.79
3928,24,Female,EEE,7.4,54.95,75.92,57.74,0,No,0,43,58,Not Placed,0.0
3929,24,Female,CSE,9.87,93.07,60.32,88.61,0,No,1,64,78,Placed,12.39
3930,24,Male,EEE,6.72,91.86,61.38,63.33,3,Yes,1,78,89,Not Placed,0.0
3931,23,Female,EEE,8.24,84.07,50.45,68.79,4,No,4,50,52,Not Placed,0.0
3932,24,Male,CSE,6.96,80.3,98.92,86.5,2,No,4,77,99,Placed,5.19
3933,20,Male,ECE,9.47,68.34,91.4,58.98,4,No,2,98,43,Not Placed,0.0
3934,24,Female,ECE,9.23,61.2,69.71,76.59,0,Yes,3,76,71,Placed,12.28
3935,21,Female,EEE,6.21,83.38,97.3,95.89,2,No,2,51,92,Not Placed,0.0
3936,23,Male,CSE,8.46,95.65,83.86,77.69,1,No,5,68,57,Placed,13.33
3937,21,Male,ECE,5.33,71.85,87.57,52.44,3,Yes,2,73,55,Not Placed,0.0
3938,24,Female,ME,9.82,65.16,84.0,79.48,0,Yes,1,57,64,Placed,4.51
3939,20,Female,IT,6.74,63.54,87.84,54.51,3,Yes,1,93,89,Not Placed,0.0
3940,22,Female,IT,9.16,51.19,58.55,64.11,4,No,0,48,55,Not Placed,0.0
3941,24,Male,CE,6.59,76.02,78.12,92.48,2,Yes,5,85,61,Placed,8.52
3942,20,Male,IT,8.16,99.41,92.47,50.55,4,No,5,51,99,Placed,8.16
3943,23,Male,EEE,9.92,90.76,50.98,53.85,3,No,2,48,63,Placed,9.63
3944,21,Male,IT,9.38,94.87,56.17,68.17,0,No,0,40,67,Placed,10.16
3945,21,Female,IT,5.8,81.06,62.28,99.97,3,No,4,46,62,Not Placed,0.0
3946,21,Male,ME,7.74,74.07,64.74,64.59,0,No,0,78,93,Not Placed,0.0
3947,23,Male,ECE,6.74,99.52,59.14,57.86,3,Yes,1,81,95,Not Placed,0.0
3948,20,Female,ME,7.17,72.36,81.22,77.47,4,No,2,73,60,Not Placed,0.0
3949,23,Male,EEE,6.68,95.84,64.7,75.96,3,Yes,1,71,97,Not Placed,0.0
3950,21,Male,IT,6.68,88.09,57.9,72.48,1,Yes,4,67,48,Placed,6.4
3951,24,Female,ECE,7.71,66.55,95.29,97.33,4,Yes,3,65,41,Not Placed,0.0
3952,22,Female,CE,5.96,75.15,84.75,64.01,3,No,5,75,77,Not Placed,0.0
3953,23,Female,CE,7.69,69.22,62.3,64.67,3,Yes,2,100,67,Not Placed,0.0
3954,23,Male,IT,6.39,56.81,68.05,57.01,2,No,1,79,65,Not Placed,0.0
3955,20,Female,IT,6.44,67.84,87.04,84.86,4,No,3,93,99,Not Placed,0.0
